,transcriptomic,proteomic,genomic,rna_prot_corr,score
NEDD4,6.9194925925925945,0.11035333333333333,0.0064516129032258064,,0.376387039502885
RTN1,6.92292037037037,0.1094909090909091,0.0064516129032258064,,0.376387039502885
CD97,10.131025925925927,0.03505925925925927,0.0064516129032258064,0.5740041928721172,0.376387039502885
DOCK5,7.789351851851856,0.02529736842105262,0.010752688172043012,,0.376387039502885
F2,0.6086407407407409,0.1409,0.0064516129032258064,0.15430439170518293,0.3759431868619617
CPN2,0.9652277777777777,0.13811111111111107,0.0064516129032258064,-0.17762699770069962,0.37549933422103854
SERPINE2,9.207542592592592,0.06181363636363637,0.0064516129032258064,,0.3746116289391922
HK3,5.784811111111109,0.04777307692307691,0.008602150537634409,,0.3710608078118064
NISCH,11.116077777777775,0.010693023255813958,0.0064516129032258064,,0.3706169551708832
TUBA4A,9.886662962962964,0.04037222222222221,0.0064516129032258064,0.4972365161044406,0.37017310252996005
RBM28,8.733003703703703,0.07100925925925926,0.0064516129032258064,0.3402706308366686,0.36884154460719043
KIF13A,9.44907962962963,0.051465517241379294,0.0064516129032258064,,0.36884154460719043
ARFGEF1,10.58926111111111,0.021940740740740736,0.0064516129032258064,0.5972555746140651,0.367953839325344
DAXX,10.39992407407407,0.027198076923076922,0.0064516129032258064,,0.3661784287616511
UBR2,9.240970370370368,0.05664489795918368,0.0064516129032258064,,0.36529072347980474
MARS,11.034464814814815,0.010799999999999992,0.0064516129032258064,0.29682288594843725,0.36307146027518866
SMARCA2,10.212474074074077,0.03074150943396227,0.0064516129032258064,,0.3626276076342654
PTPRK,9.994172222222222,0.034467441860465096,0.0064516129032258064,,0.3626276076342654
STX16,10.586666666666666,0.020748979591836747,0.0064516129032258064,,0.3621837549933422
TOR1AIP1,10.570177777777777,0.021251851851851855,0.0064516129032258064,0.5035639412997902,0.3604083444296493
GC,0.19976296296296298,0.11704074074074072,0.0064516129032258064,0.06859422937108325,0.3604083444296493
DAP3,10.89721111111111,0.012412962962962966,0.0064516129032258064,0.18094149037545262,0.3604083444296493
FMR1,10.732255555555557,0.01569074074074074,0.0064516129032258064,0.7563560129597864,0.35996449178872614
EP400,10.73827962962963,0.0156425,0.0064516129032258064,,0.35996449178872614
AZGP1,5.103666666666669,0.10381851851851852,0.0064516129032258064,0.16402378592666006,0.35774522858411006
DOCK6,9.26681111111111,0.015783870967741934,0.008602150537634409,,0.35774522858411006
ENPP1,7.274651851851854,0.08892156862745099,0.0064516129032258064,,0.3568575233022636
GOLGA1,8.785983333333334,0.06413846153846155,0.0064516129032258064,,0.3568575233022636
ITGA6,10.485700000000005,0.021553703703703707,0.0064516129032258064,0.7943967981703829,0.35641367066134044
GABPA,9.36982222222222,0.04919019607843138,0.0064516129032258064,,0.35641367066134044
HIP1,10.624033333333333,0.017662962962962957,0.0064516129032258064,0.5300933866971601,0.355525965379494
ZNFX1,11.284298148148151,0.0014622641509434032,0.0064516129032258064,,0.3550821127385707
INPP5D,8.656387037037037,0.027442553191489357,0.008602150537634409,,0.35463826009764754
TUBGCP4,8.28096851851852,0.072684,0.0064516129032258064,,0.35463826009764754
EXOC2,9.098364814814815,0.05571666666666667,0.0064516129032258064,0.24856108252334666,0.35419440745672437
TP53BP1,9.993374074074072,0.03292407407407408,0.0064516129032258064,0.688444605511073,0.3533067021748779
CDC27,9.872890740740742,0.03546976744186047,0.0064516129032258064,,0.3533067021748779
ZNF574,10.158257407407408,0.02898636363636364,0.0064516129032258064,,0.35286284953395475
NASP,10.8575,0.01037222222222222,0.0064516129032258064,0.7139698875547931,0.3506435863293387
GAPVD1,9.651012962962962,0.0044115384615384615,0.008602150537634409,,0.349312028406569
CRTAC1,8.72342777777778,0.024476744186046506,0.008602150537634409,,0.349312028406569
MMRN1,4.587487037037037,0.04207826086956521,0.008602150537634409,,0.34842432312472255
KIAA0196,10.763225925925926,0.01155185185185185,0.0064516129032258064,0.2539736992567181,0.34753661784287615
FILIP1L,9.062855555555553,0.01625526315789473,0.008602150537634409,,0.34576120727918325
EFR3A,11.034948148148148,0.004220370370370368,0.0064516129032258064,0.5069182389937107,0.3444296493564136
RASSF2,8.539098148148147,0.02581212121212121,0.008602150537634409,,0.3444296493564136
ZNF292,9.296483333333331,0.04684814814814814,0.0064516129032258064,,0.34398579671549046
ZBTB20,6.182385185185184,0.03779666666666666,0.008602150537634409,,0.34398579671549046
USP15,9.346838888888888,0.04503703703703703,0.0064516129032258064,0.6170764246235944,0.3435419440745673
PIK3R4,9.599448148148145,0.0037333333333333355,0.008602150537634409,0.41132075471698104,0.3435419440745672
TAF6L,8.7507,0.058105769230769225,0.0064516129032258064,,0.3395472703062583
GSS,10.12305740740741,0.025870370370370384,0.0064516129032258064,0.40804269106155894,0.3395472703062583
HERC2,10.099285185185181,0.02636170212765957,0.0064516129032258064,,0.33910341766533514
DIS3L,9.411227777777775,0.006799999999999996,0.008602150537634409,,0.3377718597425654
CENPE,7.28296851851852,0.03303928571428571,0.008602150537634409,,0.3377718597425654
MFN2,11.018770370370369,0.0027425925925925877,0.0064516129032258064,0.493805984372022,0.33732800710164224
TRIP11,8.983162962962963,0.05108333333333333,0.0064516129032258064,0.44120449780827137,0.33510874389702616
LEPRE1,9.924124074074074,0.029868518518518523,0.0064516129032258064,0.6194133680059207,0.33510874389702616
MASTL,8.738583333333334,0.01981666666666666,0.008602150537634409,,0.33466489125610294
KRT4,5.540464814814816,0.03611212121212121,0.008602150537634409,,0.33466489125610294
ALG1,9.114174074074072,0.04644629629629631,0.0064516129032258064,0.5553268534400608,0.32978251220594756
GMPS,10.682775925925926,0.00828518518518519,0.0064516129032258064,0.7544501619973317,0.3288948069241012
RANBP6,8.516327777777777,0.05892352941176469,0.0064516129032258064,,0.3288948069241011
MYO5A,8.794459259259261,0.05174166666666666,0.0064516129032258064,,0.3288948069241011
TBC1D4,8.41037037037037,0.021653703703703696,0.008602150537634409,0.5172098341909662,0.32845095428317794
AGAP1,9.494564814814815,0.03615172413793104,0.0064516129032258064,,0.32845095428317794
ATG3,10.055533333333333,0.024062962962962967,0.0064516129032258064,0.40675446461484194,0.3280071016422548
FAM20B,10.609825925925927,0.009428571428571434,0.0064516129032258064,,0.32756324900133155
TM9SF1,10.95130185185185,0.000518750000000003,0.0064516129032258064,,0.3257878384376387
EHD3,8.871137037037037,0.049294444444444446,0.0064516129032258064,0.49022298456260716,0.3257878384376387
UGGT2,7.956444444444442,0.0637925925925926,0.0064516129032258064,,0.32490013315579225
TXNRD2,8.724575925925924,0.051812962962962957,0.0064516129032258064,0.5753764055650847,0.3240124278739458
PTPRM,9.175266666666666,0.04247586206896552,0.0064516129032258064,,0.322237017310253
RARS2,9.390472222222222,0.036622222222222216,0.0064516129032258064,0.24909472079283396,0.3217931646693297
UPF3B,8.398118518518519,0.05713513513513514,0.0064516129032258064,,0.32134931202840655
RHOT1,9.14430925925926,0.043103846153846145,0.0064516129032258064,,0.3209054593874834
COL7A1,7.200222222222224,0.002244117647058831,0.012903225806451613,,0.3204616067465601
PFAS,9.227944444444447,0.039772222222222216,0.0064516129032258064,0.6558795502191729,0.3191300488237905
GALNT1,10.489511111111112,0.009868518518518528,0.0064516129032258064,0.6912521440823327,0.3191300488237905
RALGAPA2,8.834894444444442,0.04785121951219512,0.0064516129032258064,,0.31868619618286725
UIMC1,8.283640740740744,0.020150000000000008,0.008602150537634409,,0.31824234354194403
PLAA,9.525344444444444,0.03302592592592592,0.0064516129032258064,0.8237469029921859,0.31824234354194403
PTPN12,10.681666666666665,0.004353703703703705,0.0064516129032258064,0.55578425767105,0.31779849090102086
ANKZF1,9.733253703703703,0.027888461538461543,0.0064516129032258064,,0.3142476697736351
POP1,7.311909259259256,0.06432954545454544,0.0064516129032258064,,0.3115845539280958
ARHGEF7,9.84776111111111,0.023592592592592592,0.0064516129032258064,0.5593672574804649,0.3071460275188637
DIAPH2,7.958550000000001,0.0015148148148148128,0.010752688172043012,0.5498380026681914,0.3071460275188637
MON2,9.396868518518518,0.03302037037037036,0.0064516129032258064,0.3886485353962073,0.3067021748779405
EPB41,9.980275925925927,0.020025925925925923,0.0064516129032258064,0.10508862206975413,0.3067021748779405
CROCC,8.848374074074071,0.04425208333333333,0.0064516129032258064,,0.3062583222370173
LRRC1,8.69192037037037,0.04691851851851852,0.0064516129032258064,0.35010482180293495,0.30537061695517087
WDR37,8.853968518518517,0.04244814814814815,0.0064516129032258064,0.3958452449018486,0.3031513537505548
OTUD4,10.182909259259258,0.013561764705882362,0.0064516129032258064,,0.3031513537505548
ACAD10,9.249344444444446,0.034024074074074075,0.0064516129032258064,0.42328949876119676,0.30270750110963157
ATP1A2,3.86602962962963,0.06763333333333334,0.0064516129032258064,,0.29871282734132265
SYNM,6.886925925925926,0.0611516129032258,0.0064516129032258064,,0.2964935641367066
RECK,7.205609259259261,0.05881600000000001,0.0064516129032258064,,0.29383044829116733
HABP2,2.0049185185185183,0.06557708333333336,0.0064516129032258064,,0.29116733244562804
CSPG4,8.363466666666667,0.04456818181818181,0.0064516129032258064,,0.2853972481136262
VAV1,7.630653703703705,0.050409259259259265,0.0064516129032258064,0.5563178959405375,0.28495339547270304
LARP7,9.52686296296296,0.023740740740740732,0.0064516129032258064,0.221345530779493,0.28495339547270304
ITPR1,7.660440740740739,0.014557142857142862,0.008602150537634409,,0.2845095428317798
MTHFD1L,9.290657407407407,0.028496296296296294,0.0064516129032258064,0.6028968934629311,0.2822902796271638
GNL1,10.391353703703704,0.0008018518518518591,0.0064516129032258064,0.7096380721333063,0.28140257434531735
AP1M1,10.212287037037035,0.004457407407407403,0.0064516129032258064,0.2327806365542214,0.27873945849977805
ARHGEF10,8.667031481481482,0.0029076923076923103,0.008602150537634409,,0.27785175321793165
GOLGA5,10.196700000000002,0.0035203703703703703,0.0064516129032258064,0.5353535353535352,0.2734132268086995
RASAL1,8.56304074074074,0.002568000000000007,0.008602150537634409,,0.27252552152685305
ALG2,9.786374074074072,0.013523529411764705,0.0064516129032258064,,0.26897470039946736
MYO1B,9.308288888888889,0.02349074074074073,0.0064516129032258064,0.763826948732609,0.26764314247669774
CROT,7.7299,0.04435151515151515,0.0064516129032258064,,0.26719928983577446
TTC13,8.439522222222221,0.03650666666666666,0.0064516129032258064,,0.26719928983577446
CHEK2,8.298477777777775,0.03719782608695652,0.0064516129032258064,,0.2632046160674656
RALGAPA1,8.117720370370371,0.03815135135135135,0.0064516129032258064,,0.2605415002219263
DMXL1,8.91041111111111,0.027369565217391298,0.0064516129032258064,,0.25343985796715485
NKTR,9.776585185185185,0.008767741935483872,0.0064516129032258064,,0.2529960053262317
IFIH1,9.575351851851856,0.012580000000000001,0.0064516129032258064,,0.25166444740346205
STAT5B,9.687059259259255,0.010276923076923076,0.0064516129032258064,,0.2507767421216156
LIG3,9.145066666666668,0.021655555555555563,0.0064516129032258064,0.5595959595959595,0.24855747891699953
GCC1,8.97833518518518,0.02412173913043478,0.0064516129032258064,,0.24589436307146026
PAN2,9.696238888888892,0.00702916666666667,0.0064516129032258064,,0.24234354194407454
POTEF,4.290566666666667,0.04440555555555556,0.0064516129032258064,0.0369360956060146,0.237017310252996
CCDC104,9.66648888888889,0.005732352941176479,0.0064516129032258064,,0.23701731025299597
ETFDH,7.739125925925928,0.033444444444444436,0.0064516129032258064,0.6179149990470745,0.23479804704837992
RFTN1,9.123724074074074,0.01760192307692308,0.0064516129032258064,,0.23302263648468707
EEA1,9.009548148148147,0.019059259259259265,0.0064516129032258064,0.6833238040785209,0.23169107856191742
PLCB2,7.907177777777777,0.030477551020408146,0.0064516129032258064,,0.2250332889480692
EPHX2,8.230596296296296,0.02774200000000001,0.0064516129032258064,,0.22370173102529958
SWAP70,9.513646296296294,0.004198148148148145,0.0064516129032258064,0.7645130550790927,0.2214824678206835
DCLK2,7.569820370370369,0.03092608695652172,0.0064516129032258064,,0.218375499334221
LCLAT1,9.509844444444445,0.0029018518518518534,0.0064516129032258064,0.6862206975414521,0.21704394141145136
AASS,6.851111111111111,0.033253846153846175,0.0064516129032258064,,0.21571238348868174
PRKD1,7.259420370370368,0.032444117647058825,0.0064516129032258064,,0.21482467820683532
LY75,9.173124074074078,0.008592452830188686,0.0064516129032258064,,0.20639147802929425
EXOC1,9.47595,0.0005129629629629594,0.0064516129032258064,0.3079473985134363,0.20550377274744783
DHX29,8.987764814814817,0.008905555555555559,0.0064516129032258064,0.7998094149037545,0.19795827785175318
FGD4,8.763731481481484,0.011146666666666673,0.0064516129032258064,,0.19263204616067464
HLCS,9.265979629629632,0.000615384615384616,0.0064516129032258064,,0.1908566355969818
TRIM21,8.945842592592596,0.00614150943396227,0.0064516129032258064,,0.18686196182867287
PRKG1,3.767042592592592,0.027336111111111117,0.0064516129032258064,,0.17754105636928538
CPZ,8.865388888888887,0.003882857142857142,0.0064516129032258064,,0.17620949844651573
SAMSN1,7.0330592592592565,0.018615999999999997,0.0064516129032258064,,0.16600088770528182
FASTKD1,8.629288888888889,0.004757142857142851,0.0064516129032258064,,0.1646693297825122
DDI2,6.98928888888889,0.01265925925925926,0.0064516129032258064,0.4574423480083857,0.14735907678650687
ITGA2,7.299294444444444,0.00721521739130434,0.0064516129032258064,,0.13359964491788723
SPEF2,7.597407407407407,0.0014559999999999996,0.0064516129032258064,,0.1251664447403462
CLTCL1,5.687629629629629,0.006345714285714287,0.0064516129032258064,,0.11717709720372835
